City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Hermanus,ZA,-34.4187,19.2345,77.81,47,100,12.01,overcast clouds
1,Port Elizabeth,ZA,-33.918,25.5701,71.1,87,0,20.71,clear sky
2,Airai,TL,-8.9266,125.4092,61.38,86,100,2.26,light rain
3,Ostrovnoy,RU,68.0531,39.5131,39.25,89,33,15.84,scattered clouds
4,Bredasdorp,ZA,-34.5322,20.0403,67.55,65,100,8.97,overcast clouds
5,Yellowknife,CA,62.456,-114.3525,54.12,66,75,10.36,broken clouds
6,La Ronge,CA,55.1001,-105.2842,64.62,36,20,13.8,few clouds
7,Longyearbyen,SJ,78.2186,15.6401,33.64,80,75,2.3,broken clouds
8,Saint-Philippe,RE,-21.3585,55.7679,72.99,77,39,9.66,scattered clouds
9,Havelock,US,34.8791,-76.9013,73.98,54,20,9.22,few clouds
10,Bluff,NZ,-46.6,168.3333,49.77,84,100,21.9,overcast clouds
11,Coquimbo,CL,-29.9533,-71.3436,58.73,72,100,9.22,overcast clouds
12,Kyakhta,RU,50.3508,106.4494,34.81,51,92,1.66,overcast clouds
13,Saskylakh,RU,71.9167,114.0833,11.17,93,95,9.4,overcast clouds
14,Padang,ID,-0.9492,100.3543,77.18,85,94,3.91,overcast clouds
15,Luderitz,NA,-26.6481,15.1594,58.84,92,82,7.43,broken clouds
16,Atuona,PF,-9.8,-139.0333,76.82,69,74,15.95,broken clouds
17,Ancud,CL,-41.8697,-73.8203,51.01,62,1,9.22,clear sky
18,Punta Arenas,CL,-53.15,-70.9167,51.91,54,40,28.77,light rain
19,Inirida,CO,3.8653,-67.9239,94.98,45,73,1.9,broken clouds
20,Albany,US,42.6001,-73.9662,58.59,66,99,7.9,overcast clouds
21,Tahta,EG,26.7693,31.5021,80.44,33,0,9.8,clear sky
22,Mar Del Plata,AR,-38.0023,-57.5575,57.94,70,0,20.0,clear sky
23,Farafangana,MG,-22.8167,47.8333,71.06,80,0,13.53,clear sky
24,Jamestown,US,42.097,-79.2353,61.18,54,75,12.66,broken clouds
25,Hithadhoo,MV,-0.6,73.0833,81.16,77,97,17.56,light rain
26,Weatherford,US,32.7593,-97.7972,84.67,45,96,1.01,overcast clouds
27,Asyut,EG,27.181,31.1837,79.38,36,0,9.42,clear sky
28,Nikolskoye,RU,59.7035,30.7861,46.8,87,81,6.11,broken clouds
29,Poum,NC,-20.2333,164.0167,75.87,72,92,18.39,overcast clouds
30,Faanui,PF,-16.4833,-151.75,77.74,76,7,18.07,clear sky
31,Lompoc,US,34.6391,-120.4579,62.85,94,100,0.0,overcast clouds
32,Severo-Yeniseyskiy,RU,60.3725,93.0408,37.69,96,100,8.79,overcast clouds
33,Dhidhdhoo,MV,6.8833,73.1,80.74,82,69,17.78,broken clouds
34,Korem,ET,12.5058,39.5228,57.15,78,94,5.35,light rain
35,Ushuaia,AR,-54.8,-68.3,51.42,61,40,24.16,scattered clouds
36,Avarua,CK,-21.2078,-159.775,71.65,88,75,14.97,broken clouds
37,Barrow,US,71.2906,-156.7887,21.22,93,100,11.5,overcast clouds
38,Bengkulu,ID,-3.8004,102.2655,76.24,83,100,0.63,overcast clouds
39,Thompson,CA,55.7435,-97.8558,59.16,55,20,11.5,few clouds
40,Impfondo,CG,1.6381,18.0667,71.89,95,70,2.28,moderate rain
41,Tura,IN,25.5198,90.2201,71.65,96,47,3.51,scattered clouds
42,Lebu,CL,-37.6167,-73.65,52.92,66,1,19.62,clear sky
43,Pokhara,NP,28.2333,83.9833,68.45,68,94,4.21,overcast clouds
44,Stromness,GB,58.965,-3.296,49.87,78,71,27.0,broken clouds
45,Leningradskiy,RU,69.3833,178.4167,19.85,71,95,19.44,overcast clouds
46,Puerto Ayora,EC,-0.7393,-90.3518,76.96,84,88,5.01,overcast clouds
47,Lorengau,PG,-2.0226,147.2712,79.2,68,83,4.41,broken clouds
48,Monrovia,LR,6.3005,-10.7969,82.17,77,97,6.53,light rain
49,Rio Grande,BR,-32.035,-52.0986,64.51,58,9,12.35,clear sky
50,Constitucion,CL,-35.3333,-72.4167,58.78,58,0,9.17,clear sky
51,Vaini,TO,-21.2,-175.2,71.76,83,40,17.27,scattered clouds
52,Clyde River,CA,70.4692,-68.5914,23.23,86,100,16.11,light snow
53,Qaanaaq,GL,77.484,-69.3632,9.55,64,4,7.63,clear sky
54,Mataura,NZ,-46.1927,168.8643,46.31,96,98,9.82,light rain
55,Rikitea,PF,-23.1203,-134.9692,71.49,70,14,6.58,few clouds
56,Butaritari,KI,3.0707,172.7902,81.75,73,91,13.94,overcast clouds
57,Port Lincoln,AU,-34.7333,135.8667,64.98,41,100,16.31,overcast clouds
58,Khorol,UA,49.7837,33.2783,50.38,72,94,15.5,overcast clouds
59,Hobart,AU,-42.8794,147.3294,47.05,92,40,2.3,scattered clouds
60,Turinsk,RU,58.0458,63.696,53.15,67,97,13.98,overcast clouds
61,Kapaa,US,22.0752,-159.319,72.19,88,0,8.05,clear sky
62,Obera,AR,-27.4871,-55.1199,49.91,99,100,4.74,light rain
63,Katherine,AU,-14.4667,132.2667,73.72,46,24,6.91,few clouds
64,Arraial Do Cabo,BR,-22.9661,-42.0278,76.86,78,75,3.44,broken clouds
65,Sao Sebastiao,BR,-23.76,-45.4097,72.25,92,100,2.39,overcast clouds
66,Sheridan,US,44.8333,-106.9173,72.3,44,0,1.01,clear sky
67,Castro,BR,-24.7911,-50.0119,60.49,94,100,9.1,moderate rain
68,Pevek,RU,69.7008,170.3133,25.57,78,100,24.9,overcast clouds
69,Fomboni,KM,-12.28,43.7425,77.47,68,3,3.2,light rain
70,Tasiilaq,GL,65.6145,-37.6368,33.96,97,100,10.22,light snow
71,Fairbanks,US,64.8378,-147.7164,30.22,91,100,6.91,overcast clouds
72,Emba,KZ,48.8264,58.1442,52.3,35,4,10.42,clear sky
73,Kendari,ID,-3.945,122.4989,75.16,94,96,4.05,overcast clouds
74,Pochutla,MX,15.7432,-96.4661,87.62,65,87,4.0,overcast clouds
75,Waitati,NZ,-45.75,170.5667,50.16,76,58,17.52,broken clouds
76,Grindavik,IS,63.8424,-22.4338,39.67,70,100,10.36,overcast clouds
77,Agua Verde,MX,22.9,-106.05,86.09,55,11,0.58,few clouds
78,Montevideo,UY,-34.8335,-56.1674,62.62,60,20,12.66,few clouds
79,Biak,ID,-0.9131,122.8766,75.99,85,98,4.34,overcast clouds
80,Praya,CV,14.9215,-23.5087,84.74,58,20,18.41,few clouds
81,Souillac,MU,-20.5167,57.5167,71.98,78,40,10.36,scattered clouds
82,Cape Town,ZA,-33.9258,18.4232,80.11,64,0,6.91,clear sky
83,Kaitangata,NZ,-46.2817,169.8464,49.14,82,64,18.1,broken clouds
84,Xuddur,SO,4.1213,43.8894,83.84,42,83,7.7,broken clouds
85,Hilo,US,19.7297,-155.09,80.28,79,0,8.05,clear sky
86,Dutse,NG,11.7594,9.3392,85.8,30,21,4.25,few clouds
87,Swan Hill,AU,-35.3378,143.5544,48.85,70,100,7.63,overcast clouds
88,Bambous Virieux,MU,-20.3428,57.7575,72.21,78,40,10.36,scattered clouds
89,Kulob,TJ,37.9145,69.783,61.56,36,0,11.18,clear sky
90,Busselton,AU,-33.65,115.3333,51.64,68,78,9.48,broken clouds
91,Saint-Augustin,CA,51.226,-58.6502,45.79,42,22,14.16,few clouds
92,Kieta,PG,-6.2167,155.6333,76.95,81,24,3.85,few clouds
93,East London,ZA,-33.0153,27.9116,68.94,77,0,14.97,clear sky
94,Thessalon,CA,46.2501,-83.5666,48.49,61,70,5.06,broken clouds
95,Guayabal,CO,5.031,-74.8868,90.61,50,89,3.78,overcast clouds
96,Khandyga,RU,62.6667,135.6,27.91,97,100,5.93,light snow
97,Paka,MY,4.6374,103.4368,75.13,94,90,0.0,overcast clouds
98,Chuy,UY,-33.6971,-53.4616,58.51,51,5,11.3,clear sky
99,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,51,0.0,broken clouds
100,La Palma,US,33.8464,-118.0467,73.24,80,100,4.61,overcast clouds
101,La Vega,DO,19.2221,-70.5296,90.45,52,5,10.31,clear sky
102,Carballo,ES,43.213,-8.691,66.9,90,99,2.75,overcast clouds
103,Liverpool,GB,53.4106,-2.9779,55.35,71,40,12.66,scattered clouds
104,Tutin,RS,42.9903,20.3314,54.57,83,100,1.79,overcast clouds
105,Zlobin,HR,45.2924,14.6541,56.5,73,0,1.14,clear sky
106,Arman,RU,59.7,150.1667,24.51,87,21,5.06,few clouds
107,Bethel,US,41.3712,-73.414,66.88,51,20,5.75,few clouds
108,Upernavik,GL,72.7868,-56.1549,15.26,68,17,4.47,few clouds
109,Georgetown,MY,5.4112,100.3354,82.24,82,20,0.0,few clouds
110,Uruzgan,AF,32.8333,66.0,56.82,10,0,2.93,clear sky
111,Hamilton,US,39.1834,-84.5333,71.74,41,0,9.22,clear sky
112,Khatanga,RU,71.9667,102.5,2.55,98,67,2.62,broken clouds
113,Meulaboh,ID,4.1363,96.1285,76.89,86,100,2.64,overcast clouds
114,Khuzdar,PK,27.7384,66.6434,70.92,11,0,6.17,clear sky
115,Banamba,ML,13.55,-7.45,93.72,33,57,5.88,broken clouds
116,Juba,SS,4.8517,31.5825,76.82,68,77,3.78,broken clouds
117,Gladstone,AU,-23.85,151.25,66.13,68,100,10.36,overcast clouds
118,Haines Junction,CA,60.7522,-137.5108,31.95,93,100,0.0,overcast clouds
119,Oistins,BB,13.0667,-59.5333,86.09,84,20,18.41,few clouds
120,Dakar,SN,14.6937,-17.4441,90.48,70,20,11.5,few clouds
121,San Cristobal,VE,7.7669,-72.225,80.78,48,88,7.74,overcast clouds
122,Asau,RO,46.4333,26.4,47.32,65,2,0.4,clear sky
123,Hualmay,PE,-11.0964,-77.6139,67.32,71,49,10.27,scattered clouds
124,Sao Filipe,CV,14.8961,-24.4956,79.0,77,23,9.17,few clouds
125,Tuktoyaktuk,CA,69.4541,-133.0374,32.0,86,100,20.71,overcast clouds
126,Dauphin,CA,51.1494,-100.0502,60.94,48,0,2.3,clear sky
127,Kavieng,PG,-2.5744,150.7967,80.58,70,40,9.75,scattered clouds
128,Otjimbingwe,NA,-22.35,16.1333,85.68,22,25,12.01,scattered clouds
129,Antalaha,MG,-14.9003,50.2788,67.89,89,35,7.94,scattered clouds
130,Cockburn Town,TC,21.4612,-71.1419,83.08,75,9,18.28,clear sky
131,Rincon,US,32.296,-81.2354,78.76,57,75,6.91,broken clouds
132,Provideniya,RU,64.3833,-173.3,28.47,69,20,7.61,few clouds
133,New Norfolk,AU,-42.7826,147.0587,46.71,71,65,2.13,broken clouds
134,Ladario,BR,-19.0047,-57.6017,71.89,56,0,8.05,clear sky
135,Baijiantan,CN,45.6333,85.1833,54.99,35,92,23.31,overcast clouds
136,Chokurdakh,RU,70.6333,147.9167,19.33,89,90,15.35,overcast clouds
137,Yantongshan,CN,43.2919,126.0094,35.91,78,92,7.09,overcast clouds
138,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,46.24,89,97,5.08,light rain
139,Port Alfred,ZA,-33.5906,26.891,68.18,87,97,8.99,overcast clouds
140,Cabo San Lucas,MX,22.8909,-109.9124,91.62,48,0,4.61,clear sky
141,Porto Walter,BR,-8.2686,-72.7439,99.61,29,23,4.34,few clouds
142,Kannur,IN,11.8675,75.3576,78.01,87,100,4.14,overcast clouds
143,Anloga,GH,5.7947,0.8973,79.92,77,62,9.1,light rain
144,Ponta Do Sol,PT,32.6667,-17.1,78.01,68,53,7.72,broken clouds
145,College,US,64.8569,-147.8028,30.2,91,75,6.91,broken clouds
146,Lugovoy,KZ,42.9472,72.7644,47.8,42,0,5.46,clear sky
147,Keti Bandar,PK,24.1447,67.4497,83.28,60,0,10.25,clear sky
148,Sedalia,US,38.7045,-93.2283,76.42,49,0,5.01,clear sky
149,Buncrana,IE,55.1333,-7.45,51.57,75,88,12.28,overcast clouds
150,Salalah,OM,17.0151,54.0924,80.69,65,0,4.61,clear sky
151,Novikovo,RU,51.1537,37.8879,50.95,93,100,13.29,light rain
152,La Asuncion,VE,11.0333,-63.8628,87.53,66,54,17.27,broken clouds
153,Koungheul,SN,13.9833,-14.8,88.61,57,72,3.65,broken clouds
154,Domoni,KM,-12.2569,44.5319,76.42,72,60,3.67,broken clouds
155,Celestun,MX,20.8667,-90.4,86.22,65,100,12.46,overcast clouds
156,Tay Ninh,VN,11.3,106.1,76.1,93,98,1.45,overcast clouds
157,Niteroi,BR,-22.8833,-43.1036,82.06,73,75,12.66,broken clouds
158,Launceston,AU,-41.45,147.1667,48.79,93,100,1.14,overcast clouds
159,Hambantota,LK,6.1241,81.1185,79.0,84,32,11.59,scattered clouds
160,Saint George,US,37.1041,-113.5841,75.43,35,0,1.99,clear sky
161,Guerrero Negro,MX,27.9769,-114.0611,73.54,74,76,11.32,broken clouds
162,Yulara,AU,-25.2406,130.9889,69.04,23,55,7.25,broken clouds
163,Arona,ES,28.0996,-16.681,71.13,77,40,20.71,scattered clouds
164,Lagoa,PT,39.05,-27.9833,70.79,84,8,6.69,clear sky
165,Mbaiki,CF,3.8678,17.9892,69.84,93,98,2.3,overcast clouds
166,Porto Novo,BJ,6.4965,2.6036,82.22,76,76,6.51,broken clouds
167,Noshiro,JP,40.2039,140.0242,60.12,86,100,17.29,overcast clouds
168,Camopi,GF,3.1655,-52.3158,92.05,43,86,4.52,overcast clouds
169,Road Town,VG,18.4167,-64.6167,87.89,79,75,8.05,broken clouds
170,Cururupu,BR,-1.8283,-44.8683,89.73,46,77,9.6,broken clouds
171,Touros,BR,-5.1989,-35.4608,84.34,64,50,16.93,scattered clouds
172,Klaksvik,FO,62.2266,-6.589,41.92,75,100,36.86,light rain
173,Portsmouth,GB,50.799,-1.0913,58.51,77,0,1.01,clear sky
174,Maldonado,UY,-34.6667,-54.9167,61.99,47,8,10.22,clear sky
175,Ucluelet,CA,48.9329,-125.5528,61.11,93,93,5.01,overcast clouds
176,Canavieiras,BR,-15.675,-38.9472,82.94,59,11,8.9,few clouds
177,Ambilobe,MG,-13.2,49.05,70.9,70,2,6.85,clear sky
178,Marrakesh,MA,31.6315,-8.0083,77.07,53,75,4.61,broken clouds
179,Itaituba,BR,-4.2761,-55.9836,77.16,94,75,3.44,broken clouds
180,Nantucket,US,41.2835,-70.0995,66.34,68,0,12.66,clear sky
181,Lata,PT,40.1629,-8.3327,68.92,77,96,1.92,overcast clouds
182,Grand Gaube,MU,-20.0064,57.6608,72.37,70,4,4.0,clear sky
183,Anshun,CN,26.25,105.9333,50.13,88,100,4.16,overcast clouds
184,Mamaku,NZ,-38.1,176.0833,46.11,99,90,0.78,overcast clouds
185,Vostok,RU,46.4856,135.8833,45.05,89,100,10.4,overcast clouds
186,Bezlyudivka,UA,49.8718,36.2952,50.56,92,100,15.95,moderate rain
187,Mansa,IN,29.9833,75.3833,71.17,92,100,6.17,overcast clouds
188,Delmas,HT,18.5447,-72.3028,90.32,52,20,8.05,few clouds
189,Victoria,HK,22.2855,114.1577,75.33,44,33,13.0,scattered clouds
190,Torbay,CA,47.6666,-52.7314,56.57,52,40,25.32,scattered clouds
191,Sinnamary,GF,5.3833,-52.95,86.58,66,73,11.86,broken clouds
192,Namibe,AO,-15.1961,12.1522,70.07,82,9,11.05,clear sky
193,Rocha,UY,-34.4833,-54.3333,59.97,51,7,11.79,clear sky
194,Arlit,NE,18.7369,7.3853,95.52,9,0,8.08,clear sky
195,Lilongwe,MW,-13.9669,33.7873,78.37,24,0,4.7,clear sky
196,Paamiut,GL,61.994,-49.6678,38.53,81,100,38.88,light rain
197,Bayonet Point,US,28.3267,-82.6834,88.14,57,22,4.0,few clouds
198,Bambanglipuro,ID,-7.95,110.2833,76.75,90,100,2.28,overcast clouds
199,Vardo,NO,70.3705,31.1107,44.13,74,22,6.6,few clouds
200,Andenes,NO,69.3143,16.1194,48.18,87,100,5.75,light rain
201,Maracacume,BR,-2.0428,-45.9592,90.48,49,91,9.55,overcast clouds
202,Mackay,AU,-21.15,149.2,70.68,84,64,15.52,broken clouds
203,Te Anau,NZ,-45.4167,167.7167,45.18,92,92,0.56,overcast clouds
204,Katsuura,JP,35.1333,140.3,73.15,79,100,25.97,overcast clouds
205,Ornskoldsvik,SE,63.2909,18.7153,49.71,80,42,12.73,scattered clouds
206,Zhongshu,CN,24.5167,103.7667,51.35,89,100,2.89,overcast clouds
207,Dikson,RU,73.5069,80.5464,34.52,99,100,12.33,light snow
208,Dingle,PH,10.9995,122.6711,75.74,90,86,2.53,overcast clouds
209,Bozuyuk,TR,39.9078,30.0367,59.29,77,1,2.98,clear sky
210,Ribeira Grande,PT,38.5167,-28.7,76.77,78,20,9.22,few clouds
211,Ussel,FR,45.55,2.3167,60.57,68,95,2.64,overcast clouds
212,Valparaiso,CL,-33.0393,-71.6273,58.64,92,40,9.22,scattered clouds
213,Taksimo,RU,56.3444,114.8794,31.14,81,49,2.17,scattered clouds
214,Zhanaozen,KZ,43.3,52.8,67.03,20,95,21.94,overcast clouds
215,Isagarh,IN,24.8333,77.8833,75.02,87,98,1.45,light rain
216,Ginir,ET,7.1333,40.7,58.44,89,67,4.05,moderate rain
217,Coos Bay,US,43.3665,-124.2179,51.78,100,100,9.22,mist
218,Belluno,IT,46.145,12.2214,62.94,87,74,1.01,broken clouds
219,Novooleksiyivka,UA,46.2269,34.6428,57.04,55,76,13.91,broken clouds
220,Demmin,DE,53.9076,13.0314,53.83,69,55,8.19,broken clouds
221,Sola,VU,-13.8833,167.55,78.67,74,19,2.44,few clouds
222,Hami,CN,42.8,93.45,56.64,18,4,13.04,clear sky
223,Narsaq,GL,60.9167,-46.05,43.02,94,100,8.52,light rain
224,Rabak,SD,13.1809,32.74,80.91,43,60,7.9,broken clouds
225,Laguna,US,38.421,-121.4238,85.08,61,0,3.44,clear sky
226,Champerico,GT,14.3,-91.9167,77.54,90,100,3.51,overcast clouds
227,Sideropolis,BR,-28.5978,-49.4244,51.76,99,100,1.28,moderate rain
228,Santa Elena,EC,-2.2333,-80.85,72.95,73,40,11.5,scattered clouds
229,Eston,CA,51.1501,-108.7514,60.93,31,1,11.54,clear sky
230,Kodiak,US,57.79,-152.4072,45.91,87,100,3.44,overcast clouds
231,Alta Floresta,BR,-9.8756,-56.0861,93.02,52,40,4.61,scattered clouds
232,Chalinze,TZ,-6.6378,38.354,75.69,58,89,7.61,overcast clouds
233,Fort-Shevchenko,KZ,44.5086,50.263,65.14,75,100,10.47,light rain
234,Cidreira,BR,-30.1811,-50.2056,57.13,82,100,13.31,overcast clouds
235,Kismayo,SO,-0.3582,42.5454,77.32,81,90,14.74,overcast clouds
